epoch,w2_loss_train_samples,g_OT_train_loss,g_constraints_train_loss,remaining_f_train_loss,mu_2moment_train_loss,miu_mean_train,miu_var_train
145,5436.238268327514,"[-4875.580560065374, -2021.0211225467256, -2.623318636682297, 3.6630561163690354, -2.765441329578558]",0.0010668885544631236,"[-4894.9191097005205, -2057.4936037190755, -11.321989395221074, -65.65678561846416, -4.498420594533284]",1392.927818684895,"[-3.0959014892578125, 3.1914873123168945]","[[1339.1024007488902, -692.6790637586129], [-692.6790637586129, 1454.9176040242792]]"
146,5436.254355982602,"[-4875.580586853027, -2021.0211113993334, -2.623318964375391, 3.663055479261609, -2.765441340456408]",0.001066890576338563,"[-4894.694960123698, -2058.3282096354164, -11.319417912960052, -65.659019018809, -4.496737644473711]",1393.057536621092,"[-3.097489833831787, 3.195141553878784]","[[1340.6423888740399, -691.2664231413922], [-691.2664231413922, 1453.6056207926374]]"
147,5436.251848284911,"[-4875.580638359919, -2021.0211531405982, -2.6233187566200904, 3.6630551894505827, -2.7654413519965275]",0.0010668924073413812,"[-4896.0808723958335, -2056.0022900390627, -11.325865250428517, -65.62617090861002, -4.493689319690069]",1392.8624288736987,"[-3.0966267585754395, 3.192910671234131]","[[1339.7197186324115, -695.6813637676652], [-695.6813637676652, 1454.1539274211352]]"
148,5436.242172691894,"[-4875.580596432156, -2021.0211287858756, -2.6233187523153085, 3.6630548350016277, -2.765441342608795]",0.0010668944187232738,"[-4895.259326985677, -2057.3024024454753, -11.323761317332586, -65.66074467658997, -4.49605617582798]",1392.9602358398433,"[-3.0977699756622314, 3.1924571990966797]","[[1338.5820907893153, -693.1831008007547], [-693.1831008007547, 1455.4851640055958]]"
149,5436.240359667218,"[-4875.580475735135, -2021.0211021847192, -2.623318747414483, 3.663054837120904, -2.7654414650466714]",0.0010668956969796756,"[-4893.765405273438, -2056.6385387166342, -11.323923471371332, -65.68045360565185, -4.495672169526418]",1392.531660156249,"[-3.0969185829162598, 3.1952686309814453]","[[1338.6741398536874, -692.9867604693751], [-692.9867604693751, 1454.5142412412038]]"
150,5436.247645465903,"[-4875.580532803007, -2021.0211176723901, -2.6233192396826226, 3.6630536535051137, -2.7654414472315043]",0.0010668969752684163,"[-4895.161256510417, -2057.3852401733398, -11.321163241863252, -65.65415076891581, -4.498692822655042]",1392.9586061197922,"[-3.0938942432403564, 3.1941165924072266]","[[1339.5225799043506, -693.0140785561083], [-693.0140785561083, 1454.554816655752]]"
151,5436.259669935217,"[-4875.580679016111, -2021.021126225789, -2.623319093717469, 3.6630535210503474, -2.7654416104323323]",0.0010668987437869265,"[-4895.86361735026, -2057.51845703125, -11.318091635306676, -65.64029126485188, -4.4928481310606]",1393.1272003580739,"[-3.099376916885376, 3.19245982170105]","[[1340.3928182515403, -693.3038794226006], [-693.3038794226006, 1454.0019458146705]]"
152,5436.243619602075,"[-4875.58047627767, -2021.0210936482742, -2.623319230874378, 3.6630533130963645, -2.7654414712720428]",0.0010669010132470342,"[-4894.7440112304685, -2056.159876912435, -11.323292276064555, -65.64571971893311, -4.497206240495046]",1392.6264960937483,"[-3.0976133346557617, 3.1949963569641113]","[[1339.329135786565, -694.4580090560291], [-694.4580090560291, 1454.0489095748753]]"
153,5436.2450919624,"[-4875.580615573455, -2021.021167000665, -2.6233193800184464, 3.663051878081426, -2.7654416254162792]",0.0010669025487570444,"[-4895.15385579427, -2057.1177952067055, -11.324828338225682, -65.6409707069397, -4.496597145199775]",1392.9000836588543,"[-3.0964622497558594, 3.19480562210083]","[[1339.6818677396352, -693.339530223922], [-693.339530223922, 1454.2571187989256]]"
154,5436.25447861631,"[-4875.580658331976, -2021.0211336941195, -2.623319366176923, 3.663051586945852, -2.7654417747921425]",0.0010669036503289436,"[-4895.331222330729, -2057.62432723999, -11.317930827538172, -65.65854653040569, -4.495334927638372]",1393.0434345703127,"[-3.093874931335449, 3.1928820610046387]","[[1338.9600519691082, -692.7094590351418], [-692.7094590351418, 1455.2971087924518]]"
155,5436.248149960746,"[-4875.580529717339, -2021.0211919403073, -2.62331953989135, 3.6630509670575453, -2.7654418180551805]",0.0010669054987536377,"[-4894.778369140625, -2057.9921236165364, -11.322702664931615, -65.6692839940389, -4.501578460931778]",1393.0075882161452,"[-3.095208168029785, 3.1938107013702393]","[[1340.212063968424, -691.8670760521602], [-691.8670760521602, 1453.9580216459924]]"
156,5436.251530654512,"[-4875.580545891656, -2021.0211243693022, -2.6233193453815247, 3.6630509911643157, -2.765441829644969]",0.0010669074212556657,"[-4893.151556803386, -2057.4718572998045, -11.32318061510722, -65.6966281191508, -4.498223076264064]",1392.5847332356768,"[-3.091728687286377, 3.1934077739715576]","[[1339.6079807374565, -691.3229504109285], [-691.3229504109285, 1453.7328992677337]]"
157,5436.252184803836,"[-4875.5805876329205, -2021.02112906562, -2.623319356242815, 3.663049845695497, -2.765441908438999]",0.00106690899856201,"[-4894.463263346354, -2057.299737447103, -11.324700404405593, -65.66950621922811, -4.496980499426524]",1392.807619466146,"[-3.094393491744995, 3.192605495452881]","[[1337.1747815650044, -692.5047231900417], [-692.5047231900417, 1456.6046220402725]]"
158,5436.267310260821,"[-4875.580542772081, -2021.0210958777543, -2.6233195196919974, 3.6630506918165415, -2.7654419995844357]",0.0010669107880837854,"[-4896.3492252604165, -2056.3041302490233, -11.326003449757893, -65.61179164250692, -4.493329656322797]",1392.9812517903645,"[-3.102412700653076, 3.1939613819122314]","[[1340.3680342870953, -695.3967651113991], [-695.3967651113991, 1453.7028568629303]]"
159,5436.25587656399,"[-4875.580680847167, -2021.0211391279431, -2.623319494724274, 3.6630501842498764, -2.765441982497772]",0.0010669117783901232,"[-4893.721432291667, -2058.512779337565, -11.321755352417627, -65.65280169486999, -4.4986941109100975]",1392.9001474609365,"[-3.0971643924713135, 3.1927146911621094]","[[1340.1358312586387, -690.2437498455694], [-690.2437498455694, 1453.8122658145205]]"
160,5436.233208845157,"[-4875.580573391386, -2021.0211344061959, -2.623319636649555, 3.6630493558777713, -2.7654420269363444]",0.0010669137230514833,"[-4894.977977701823, -2056.925465698242, -11.324398557345072, -65.64005598068238, -4.493946627577146]",1392.8196860351563,"[-3.097903251647949, 3.1913249492645264]","[[1338.1145438583148, -693.5004469409722], [-693.5004469409722, 1455.6748729753897]]"
161,5436.252840508981,"[-4875.58055630154, -2021.0211037190754, -2.623319702876939, 3.6630488602320352, -2.765441945493221]",0.0010669149836030555,"[-4894.7306087239585, -2058.1592415364585, -11.325146470069885, -65.67533707936605, -4.499630585511525]",1393.035107421875,"[-3.0961074829101562, 3.1932168006896973]","[[1340.2831984513018, -691.5215634677841], [-691.5215634677841, 1453.940841579497]]"
162,5436.251111450011,"[-4875.580651855469, -2021.0210776435006, -2.6233194929361345, 3.663049920399984, -2.765442037185034]",0.0010669151362688153,"[-4895.2096158854165, -2056.5807897949217, -11.327259964942932, -65.62896384557088, -4.498321673870087]",1392.8052408854173,"[-3.09397554397583, 3.1929683685302734]","[[1337.622298305825, -694.115394382542], [-694.115394382542, 1456.1522318437956]]"
163,5436.252441405865,"[-4875.580598415799, -2021.021133914524, -2.6233195935355296, 3.663049832979838, -2.765441930194696]",0.001066915270607246,"[-4896.138074544271, -2056.09588663737, -11.326079343159993, -65.63378330230712, -4.494174861113231]",1392.8945305989585,"[-3.0964810848236084, 3.191204309463501]","[[1338.8432047435197, -695.5352057167005], [-695.5352057167005, 1455.1074368830405]]"
164,5436.252111650602,"[-4875.580675320096, -2021.0210778469511, -2.6233194498883354, 3.6630486196941803, -2.765441981686486]",0.0010669153697785484,"[-4894.514986979167, -2056.2729892985026, -11.320786379178365, -65.6366389020284, -4.496600243250529]",1392.605152832031,"[-3.0979549884796143, 3.1916663646698]","[[1337.4902816737754, -694.0687689363492], [-694.0687689363492, 1455.86336235454]]"
165,5436.245176074793,"[-4875.58053527832, -2021.0211255560978, -2.623319799502691, 3.6630500094095866, -2.765441974600156]",0.0010669155642568106,"[-4894.856634928386, -2057.2106317138673, -11.328037996292114, -65.64890839894612, -4.496854791641235]",1392.8614759114575,"[-3.0948410034179688, 3.1894707679748535]","[[1337.8417109066727, -693.0037907375264], [-693.0037907375264, 1456.0636734047198]]"
166,5436.243974143883,"[-4875.580614081489, -2021.0210616472034, -2.6233194323380786, 3.663050905863444, -2.765441837824053]",0.0010669156538885248,"[-4894.26091796875, -2057.578598836263, -11.319372814893722, -65.68962786356609, -4.494758394559224]",1392.8213294270834,"[-3.094672203063965, 3.191373586654663]","[[1339.9742369034377, -692.028199053398], [-692.028199053398, 1453.8386823531293]]"
167,5436.261843040891,"[-4875.5806494140625, -2021.0211203850643, -2.6233195809523266, 3.6630500290128913, -2.765442036125395]",0.001066915638334144,"[-4893.41544108073, -2058.0649934895832, -11.32040804862976, -65.66776949564616, -4.499189846515655]",1392.7551946614576,"[-3.0991032123565674, 3.1956937313079834]","[[1340.6370894591412, -690.6510995718469], [-690.6510995718469, 1452.9867582013997]]"
168,5436.253186072393,"[-4875.580505303276, -2021.0210777706563, -2.623319551547368, 3.6630503969722317, -2.765442006604539]",0.0010669159665121694,"[-4894.994221191406, -2057.4303818766275, -11.318277955055237, -65.66726928710938, -4.497124046484629]",1392.9387358398444,"[-3.098085641860962, 3.1951920986175537]","[[1341.0465335234958, -692.839398672523], [-692.839398672523, 1452.958028501381]]"
169,5436.238165470298,"[-4875.580649312337, -2021.0211295149063, -2.6233196447292966, 3.6630494385295447, -2.7654421478013207]",0.0010669160344776983,"[-4896.113444824219, -2056.7230861409507, -11.321828289031982, -65.64304323832194, -4.494948021570841]",1393.0090618489583,"[-3.0995893478393555, 3.190753698348999]","[[1338.7688431342892, -694.6730010433051], [-694.6730010433051, 1455.39699598028]]"
170,5436.24396503831,"[-4875.580595228407, -2021.0210875617136, -2.623319462140401, 3.6630492385228477, -2.7654420844382708]",0.001066916044793389,"[-4895.466832682292, -2057.2534954833986, -11.32218782901764, -65.65140436808268, -4.495721406141917]",1392.9906149088538,"[-3.0962395668029785, 3.1917426586151123]","[[1337.472667666059, -693.3743329999813], [-693.3743329999813, 1456.6706738463774]]"
171,5436.264083972302,"[-4875.580561998155, -2021.021173350016, -2.6233195782370036, 3.66304895401001, -2.765442046771447]",0.0010669161376669458,"[-4894.074964192709, -2056.5099407958983, -11.327969385782877, -65.64954076131185, -4.499397129217783]",1392.575111328126,"[-3.0979421138763428, 3.192371129989624]","[[1337.6082895267205, -693.3870336919264], [-693.3870336919264, 1455.6803646719104]]"
172,5436.255186754696,"[-4875.580568847657, -2021.0211260053845, -2.6233193818065854, 3.663048975732592, -2.7654420664244226]",0.0010669162923457205,"[-4892.491590983073, -2057.386398925781, -11.323925360043843, -65.66220293045043, -4.497169372240703]",1392.4305463867172,"[-3.0944578647613525, 3.195751667022705]","[[1340.6106623800338, -690.9555847446355], [-690.9555847446355, 1452.3859926028435]]"
