epoch,w2_loss_train_samples,g_OT_train_loss,g_constraints_train_loss,remaining_f_train_loss,mu_2moment_train_loss,miu_mean_train,miu_var_train
11,5808.753571194974,"[-4887.968665262863, -1772.3175041961674, -24.91385427713394, -7.609714486069149, -11.14794586393569]",0.01500811511398449,"[-4902.314530029297, -1831.9072279866537, -34.17463495890299, -26.970836587746938, -22.501138832569122]",1352.7004335937506,"[-3.0282392501831055, 3.1093780994415283]","[[1288.22233901844, -650.2491456820903], [-650.2491456820903, 1425.278062868593]]"
12,5809.249038949542,"[-4884.911224839958, -1773.3077999030224, -24.82153881033261, -7.479888306988605, -11.018053466081613]",0.012660692276161479,"[-4901.138016967773, -1829.6999821472168, -34.314375149408974, -27.187339820067088, -22.58084255774816]",1351.8747734374986,"[-2.895759105682373, 2.9672043323516846]","[[1286.6393859161951, -650.2623798088533], [-650.2623798088533, 1426.8376686272309]]"
13,5809.203814948405,"[-4886.304891204829, -1772.7805336422389, -24.68692808283698, -7.563671642409428, -11.095565332306768]",0.012405517797257438,"[-4901.324520874024, -1831.6469904073078, -34.385271628697716, -27.020809129079183, -22.559804855187735]",1352.4341443684884,"[-3.0380499362945557, 3.1512303352355957]","[[1287.4066630895115, -648.5864673654085], [-648.5864673654085, 1425.1666771685066]]"
14,5808.816113090197,"[-4884.28405437893, -1780.1992437489823, -24.7953825030062, -7.5565436289045484, -10.99500463154582]",0.011865586541696557,"[-4903.710564778646, -1824.2743695576985, -34.35004622618357, -27.072963552474974, -22.676707028547924]",1352.3494716796881,"[-3.015223741531372, 3.043947696685791]","[[1287.5427695846329, -649.9326738936348], [-649.9326738936348, 1425.7589704262127]]"
15,5809.418785352072,"[-4882.964620157874, -1776.4000133344864, -24.008121045430492, -7.014744320975404, -10.619072491327918]",0.011189113840486651,"[-4907.99189046224, -1825.7209136454264, -35.16373354991277, -27.656650399367013, -23.03988691329956]",1352.7837879231777,"[-2.9136126041412354, 2.9825785160064697]","[[1287.026710317007, -652.9280380583684], [-652.9280380583684, 1428.1840877563195]]"
16,5809.040629540971,"[-4874.299303080238, -1776.7515444776739, -23.258007455269475, -6.5524439893828506, -10.740741447475214]",0.01065880217560334,"[-4911.803533121745, -1828.5279035949707, -35.79449525992076, -28.045370089213055, -22.959016330242157]",1352.2252423502603,"[-3.0874147415161133, 3.1390984058380127]","[[1289.3159659861703, -647.2227416578456], [-647.2227416578456, 1422.754401186716]]"
17,5809.208440478699,"[-4878.095940297442, -1775.9378300052217, -22.808045842912485, -6.1911480355262745, -10.728689551221002]",0.009751884224759933,"[-4906.382592976888, -1826.1899450683593, -36.2319451824824, -28.38188638051351, -22.957734186649322]",1351.3438401692702,"[-3.0540823936462402, 3.150559663772583]","[[1285.4278703184273, -649.042785996256], [-649.042785996256, 1424.990014229157]]"
18,5808.98415803411,"[-4879.571455671524, -1774.5869964090998, -22.011962617900622, -5.835060002406439, -10.583325058354278]",0.011195182400438673,"[-4912.656248372396, -1831.0717328898113, -37.10524762789408, -28.790856881141664, -23.130171125729877]",1353.5191323242186,"[-3.0050902366638184, 3.07271409034729]","[[1288.6085234250197, -649.540074899538], [-649.540074899538, 1426.8485388006798]]"
19,5809.16971383243,"[-4873.113968556723, -1781.723658311632, -20.716209377050404, -5.370367103020353, -10.663632965882616]",0.009948115157086334,"[-4917.855499674479, -1822.5636562601726, -38.36404679775238, -29.246819276014964, -22.96660221338272]",1353.0601971028643,"[-2.892030715942383, 3.0784738063812256]","[[1289.709708170208, -651.2776442806762], [-651.2776442806762, 1425.5522395800526]]"
20,5809.678408047568,"[-4876.369502682156, -1781.084734056261, -19.64079265276588, -5.050700585577219, -10.734930753707886]",0.010493166010645733,"[-4905.764131876627, -1819.2161570739745, -39.37888316631317, -29.501302273273467, -22.935753289063772]",1350.733028971355,"[-3.063260555267334, 3.0655922889709473]","[[1288.1477134583993, -650.1769930636145], [-650.1769930636145, 1421.45993998874]]"
21,5811.715410410974,"[-4881.520798865426, -1789.9293658108186, -19.32933482249579, -4.613521969980663, -10.66322583847575]",0.004079195131942266,"[-4902.824329223633, -1818.8954535420735, -39.57910058339437, -29.839205152988434, -23.149842834472658]",1353.884996744793,"[-3.252424716949463, 3.394139528274536]","[[1281.3372365254652, -642.2769732998455], [-642.2769732998455, 1431.4521788603279]]"
22,5811.522838633013,"[-4881.93135004679, -1782.0154562293153, -18.65583852185142, -4.139475390911102, -10.399990831745997]",0.003374978771106627,"[-4899.857861328125, -1821.971310272217, -40.299619994163514, -30.35470503648122, -23.32504234790802]",1352.3099835611984,"[-3.103109836578369, 3.1809632778167725]","[[1289.0381490893974, -647.01562138386], [-647.01562138386, 1422.945043616554]]"
23,5811.466233271124,"[-4871.260842980283, -1775.0148076460096, -17.562274720933694, -3.7351389842563214, -10.159241592221797]",0.0036084088269207172,"[-4904.790862630209, -1823.82039159139, -41.39320876280467, -30.77866369962692, -23.444489992459616]",1350.0835553385425,"[-2.893003463745117, 3.1071624755859375]","[[1287.180379127661, -649.6824578535998], [-649.6824578535998, 1422.0410165670369]]"
24,5811.736315166634,"[-4870.860494181322, -1777.048087590535, -17.114282024171604, -3.5817964164415996, -10.240454439454616]",0.0035370713316014084,"[-4897.263760579427, -1821.6888761901855, -41.82208879152934, -30.948492023944855, -23.3236939740181]",1348.6050133463552,"[-2.8864972591400146, 3.0984561443328857]","[[1282.5501637261175, -646.3976428551728], [-646.3976428551728, 1423.7764439070265]]"
25,5811.43846883186,"[-4876.573567301433, -1778.351435894436, -16.55171215401757, -3.6448320392767557, -10.22148767656751]",0.0034698513591623244,"[-4905.556259155273, -1822.693907063802, -42.41887672901154, -30.91078065633774, -23.34243409395218]",1351.7307410481756,"[-2.9603641033172607, 3.060182571411133]","[[1290.412167850452, -650.512103258268], [-650.512103258268, 1422.0276253931866]]"
26,5811.606668570251,"[-4878.9675735304045, -1775.700772713554, -15.89471430540084, -3.7167735775311797, -10.18423519889514]",0.0033183874064545513,"[-4895.397270100912, -1823.1709426371256, -43.015020937919616, -30.827651850382487, -23.391502791245777]",1349.8150657552087,"[-3.0096917152404785, 3.076547622680664]","[[1284.0112088864487, -648.8930915826114], [-648.8930915826114, 1424.166638672618]]"
27,5811.556229002206,"[-4880.300833791097, -1775.8733890024816, -15.543182683785744, -3.7169790956709114, -10.054380418194665]",0.0028329186054017732,"[-4902.936419474284, -1828.8237235005697, -43.45374442100525, -30.875957564512888, -23.562220537662505]",1352.7647164713544,"[-2.9952213764190674, 3.0772182941436768]","[[1290.995845069805, -648.0989073788892], [-648.0989073788892, 1423.2069167979594]]"
28,5811.523209503121,"[-4872.135706973602, -1773.041750598483, -15.152847066190494, -3.7459689841005486, -9.948708710140655]",0.0029497064383273643,"[-4901.693986002604, -1828.1857089742025, -43.82551956653595, -30.87170707464218, -23.68130153973897]",1350.1767114257832,"[-2.9978713989257812, 3.0205624103546143]","[[1282.3487145740703, -646.7583581360917], [-646.7583581360917, 1426.977623870776]]"
29,5811.556957660202,"[-4876.86506637573, -1769.0354133521198, -14.634718039565639, -3.713260767857236, -9.922096065680186]",0.0030647493013141996,"[-4895.17359375, -1827.5293687947592, -44.27089220046997, -30.81103537003199, -23.67102872769038]",1348.8622285156252,"[-3.034287691116333, 3.0754122734069824]","[[1289.2325168148432, -649.9100193642288], [-649.9100193642288, 1416.8698923636946]]"
30,5811.462792157171,"[-4875.338042161733, -1773.273541310628, -14.143599576420234, -3.705355235470666, -9.945990875297117]",0.0029198719978416575,"[-4899.40984375, -1827.9083670043944, -44.817118728955585, -30.88942039489746, -23.667794036070507]",1350.3096567382806,"[-2.9852375984191895, 3.044764518737793]","[[1284.461636015231, -647.3674798108536], [-647.3674798108536, 1425.0359931799678]]"
31,5811.321158153323,"[-4879.439031117755, -1771.32027850681, -13.474225804540836, -3.6696580599413937, -9.797368313868839]",0.0028781424435631695,"[-4899.474967854818, -1830.5152319335937, -45.53052122592926, -30.935117739041647, -23.81287976026535]",1351.2128933919269,"[-2.894115686416626, 3.0392024517059326]","[[1287.433904446088, -648.7493097828575], [-648.7493097828575, 1424.47225007443]]"
32,5811.265670713207,"[-4877.388506062824, -1771.3970370398624, -13.074615201155334, -3.457326212988962, -9.8662660042445]",0.002865857403553996,"[-4900.285818074544, -1828.5620785013834, -45.870195086797075, -31.067504669825237, -23.729896366596222]",1350.5311251627606,"[-2.9467175006866455, 3.1465911865234375]","[[1288.04008265074, -649.590474796205], [-649.590474796205, 1421.5071177375721]]"
33,5811.492358215119,"[-4878.368981984454, -1772.609879726834, -12.201956177022723, -3.409721024433772, -9.783762909173955]",0.00281808034272722,"[-4892.776992797852, -1826.9361439005534, -46.732741607030235, -31.162249065240225, -23.83446091413498]",1349.2680043945302,"[-3.036607503890991, 3.0101511478424072]","[[1283.5998505203152, -647.0632570844168], [-647.0632570844168, 1423.7087971921057]]"
34,5811.385442225987,"[-4876.259534284797, -1771.0387996843115, -11.026403620243075, -3.3741836513413315, -9.744429026179835]",0.0028536110188320486,"[-4901.252659098307, -1830.2843909200033, -47.90554774920145, -31.186241539319358, -23.892207384109497]",1350.8440441080734,"[-2.9799985885620117, 3.113467216491699]","[[1288.1468547886088, -648.4534248791042], [-648.4534248791042, 1422.0575988414946]]"
35,5811.040563435291,"[-4874.93106114705, -1770.5046173350017, -10.393183902104694, -3.3510939388804974, -9.755679942104559]",0.0029860747468127445,"[-4905.019767456055, -1832.663491821289, -48.49505691687266, -31.181954707304637, -23.911550618807475]",1351.5202311197909,"[-3.0907435417175293, 3.19130802154541]","[[1287.5858185917757, -646.9670053665471], [-646.9670053665471, 1422.805352927803]]"
36,5811.253792949097,"[-4877.397341003415, -1769.7670572238496, -9.49472287919786, -3.228870213826499, -9.718245843119094]",0.00287407683405844,"[-4894.213242390951, -1827.2259385172526, -49.42257000128428, -31.314545313517254, -23.870015083948772]",1348.715850585939,"[-2.9990158081054688, 3.063695192337036]","[[1285.3196124728415, -649.580181484165], [-649.580181484165, 1420.7708359453816]]"
37,5811.45556113699,"[-4880.106226993141, -1771.6853099907748, -9.184866397380837, -3.291167790889742, -9.727236506409113]",0.002936927982308488,"[-4903.648590291341, -1831.053706817627, -49.77701217810313, -31.299056814511616, -23.922241818110148]",1352.4252893880205,"[-2.994887351989746, 3.0671417713165283]","[[1286.3200546108772, -650.0012787245535], [-650.0012787245535, 1427.2535610578675]]"
38,5811.335378922041,"[-4871.374130249025, -1770.617926144069, -8.752818553447726, -3.383248903354008, -9.653106961647671]",0.0027117107138231733,"[-4897.742638753255, -1827.8259446207683, -50.120851828257244, -31.152245194117228, -23.915831428368886]",1348.5338771158863,"[-2.999398708343506, 3.051482677459717]","[[1288.3884717884748, -647.3627351389933], [-647.3627351389933, 1417.417180954837]]"
39,5811.369714813923,"[-4878.879343176947, -1773.3868337419299, -8.665950586530899, -3.4264298582077033, -9.639771163066236]",0.002570476873774572,"[-4904.864748535157, -1830.47353902181, -50.2752023824056, -31.150663391749063, -23.99536733786265]",1352.5948802083328,"[-2.9813804626464844, 3.105506420135498]","[[1289.4020122477743, -648.8527166333035], [-648.8527166333035, 1424.3670888785593]]"
40,5811.262428103661,"[-4872.153495449488, -1772.2879269833031, -8.006573257446295, -3.360640021827484, -9.580171352889804]",0.002523747901674748,"[-4892.702894897461, -1826.377295888265, -50.824267800649004, -31.174263693491618, -24.033268478711445]",1347.6898343098944,"[-3.0547666549682617, 3.120969533920288]","[[1281.2097388998745, -644.7487724887147], [-644.7487724887147, 1422.1121994101322]]"
41,5811.775491300736,"[-4894.418970642093, -1770.4175924428293, -8.191283517148756, -3.3964883104960144, -9.695444789859978]",0.0023605077029787962,"[-4933.204182332357, -1836.5474969991049, -50.88121525923411, -31.210070853233336, -23.948559967676797]",1362.2284482421874,"[-2.9634757041931152, 3.0538575649261475]","[[1299.8547780231852, -666.8432267816079], [-666.8432267816079, 1433.8271694670723]]"
42,5811.456555104305,"[-4874.075768924285, -1774.7364125654435, -7.735109579298229, -3.4116052873929337, -9.662476665841213]",0.0024482902769199844,"[-4888.8585178629555, -1825.0301704915364, -51.12499522368113, -31.123529237906137, -23.938677930831908]",1347.6261873372391,"[-3.0743956565856934, 3.0969791412353516]","[[1283.924477969871, -642.8438263281532], [-642.8438263281532, 1419.3149357824464]]"
43,5811.584441110665,"[-4872.834967600509, -1772.252254748874, -7.158444662888844, -3.409393710692724, -9.599530207051174]",0.0025314627810277867,"[-4887.7033728027345, -1825.5600588989257, -51.63932021141052, -31.152302094300587, -23.986078457832335]",1346.809818196614,"[-3.0541515350341797, 3.0566205978393555]","[[1279.1701337014676, -643.6037807212155], [-643.6037807212155, 1422.7954389623094]]"
44,5811.541171634251,"[-4880.265896996388, -1770.698187450834, -6.998992385864256, -3.4447145426273322, -9.615308945046538]",0.002579462483344185,"[-4912.53979715983, -1833.8823164876303, -51.974334816932675, -31.16546112616857, -24.015596566200255]",1354.6491490885414,"[-3.0256593227386475, 3.019205093383789]","[[1295.5247448179205, -652.8600945137883], [-652.8600945137883, 1422.682824065145]]"
45,5811.5456408159935,"[-4877.054907345246, -1771.9642822350395, -6.7722048491901825, -3.41900536828571, -9.611872497532103]",0.0025652648036258263,"[-4899.0138673909505, -1828.5385721842447, -52.09398992538452, -31.1581716688474, -23.986668945153554]",1350.453985514322,"[-2.988095998764038, 3.064692258834839]","[[1284.0985085568364, -648.5214403574232], [-648.5214403574232, 1425.5829758381647]]"
46,5811.555221688538,"[-4873.541429087323, -1772.4602609846334, -6.535253385967675, -3.430290416744023, -9.596462934282101]",0.0026198741801716882,"[-4908.479392089844, -1830.3281682840984, -52.372809824943545, -31.186259299119314, -24.012317306995392]",1352.1246075846354,"[-2.973245143890381, 3.052772283554077]","[[1292.415169143199, -649.5543131057715], [-649.5543131057715, 1420.8040525991844]]"
47,5811.575017029184,"[-4878.03732526991, -1771.8590141889795, -6.14221426539951, -3.4544459621111545, -9.577066653437086]",0.002587110370497814,"[-4890.4891430664065, -1827.4841322835287, -52.73533707300822, -31.099683326085408, -24.039385458628338]",1348.7295203450508,"[-3.019695520401001, 3.0791547298431396]","[[1283.6660446891372, -646.1017258966], [-646.1017258966, 1422.2491204836751]]"
48,5811.5405503300535,"[-4872.541365729438, -1771.487339825101, -5.814341756237878, -3.418848080370161, -9.544402636157129]",0.00262528327064097,"[-4890.609366251628, -1823.347745768229, -52.97857135772705, -31.117345968882244, -23.990970791975656]",1346.6987902018213,"[-2.923352003097534, 3.060004234313965]","[[1285.9600371780627, -647.896985208166], [-647.896985208166, 1416.5498422722815]]"
49,5811.523385565804,"[-4877.119762064616, -1772.4152579243957, -5.618392531871797, -3.4144808012909387, -9.578135825792945]",0.0026328457975857114,"[-4914.225818277995, -1833.847000172933, -53.324741220474245, -31.223812816143035, -24.07661939462026]",1354.6889511718762,"[-2.943690299987793, 3.095421552658081]","[[1287.9721106107324, -650.4827660879918], [-650.4827660879918, 1430.3397239649257]]"
50,5811.560945344763,"[-4874.867042219379, -1770.73734155443, -5.1109249893824265, -3.411280149486333, -9.533897422684571]",0.0026706722676236587,"[-4896.224236450195, -1828.472237141927, -53.743306571642556, -31.12323299407959, -24.076692890326182]",1349.1989734700521,"[-2.9799697399139404, 3.1453821659088135]","[[1285.050157984288, -647.2599714586919], [-647.2599714586919, 1421.6377875169762]]"
51,5811.496894886386,"[-4874.6888776312935, -1773.1642658233627, -5.052821127043829, -3.413193890518614, -9.543444201813806]",0.002619821706741479,"[-4894.2422328694665, -1829.7638061014811, -53.765053645769754, -31.128769483566284, -24.03149104356766]",1349.4656695963524,"[-2.9257359504699707, 3.110248565673828]","[[1286.8376731360531, -643.2684974252938], [-643.2684974252938, 1420.9353057203516]]"
52,5811.540660045886,"[-4873.753467068138, -1768.903856370715, -4.818235217995117, -3.398753731515671, -9.543235992458134]",0.002629853213438763,"[-4898.066375528972, -1826.8754338582357, -54.01023882389069, -31.105750079949697, -24.056036660671236]",1348.6350600585938,"[-3.014190196990967, 3.151249408721924]","[[1289.9694138623604, -650.6030375651154], [-650.6030375651154, 1415.3358723781944]]"
53,5811.535459008851,"[-4878.77279612223, -1771.6268856641975, -4.730891874366336, -3.4186295996771956, -9.53595057513979]",0.002652714742984645,"[-4899.771641845703, -1830.1153216044108, -54.183556149800616, -31.130119225978852, -24.078238852818806]",1351.1989879557295,"[-2.94234561920166, 3.129105806350708]","[[1279.381412701938, -648.3938381717054], [-648.3938381717054, 1431.6741656733695]]"
54,5811.545285272017,"[-4873.688495788581, -1772.2579460991767, -4.5453167096773806, -3.4207612544960435, -9.53411572800742]",0.002634350399231252,"[-4900.724799804688, -1832.1442375691731, -54.3280047416687, -31.147173606554666, -24.090373587608337]",1350.9073401692708,"[-3.016085147857666, 3.1398868560791016]","[[1292.9416463462035, -644.2599416935275], [-644.2599416935275, 1417.0144711120652]]"
55,5811.536464895241,"[-4876.473267296681, -1770.7902381812207, -4.092242147657603, -3.4085761335161, -9.50652149359385]",0.0026212041352927247,"[-4897.135341186524, -1824.8944735209147, -54.761798113187155, -31.081776275634766, -24.088228901227314]",1348.9731536458337,"[-2.984036684036255, 3.168654680252075]","[[1282.2740338516721, -651.3111617243383], [-651.3111617243383, 1423.784762230931]]"
56,5811.591505526012,"[-4874.294629075787, -1771.4339175669363, -4.16041981273227, -3.400704080793596, -9.495367552439383]",0.002659392916005651,"[-4890.7519203694665, -1825.750225575765, -54.61748278776805, -31.080955209732057, -24.04642470041911]",1347.5606183268226,"[-2.9865434169769287, 3.1320784091949463]","[[1290.6121503113939, -646.4470616753879], [-646.4470616753879, 1412.8103954475723]]"
57,5811.555046385704,"[-4875.3785147942435, -1772.1506843566883, -3.854327399465774, -3.407341563834083, -9.56062495681974]",0.0026197027467909123,"[-4903.315036824544, -1829.31041402181, -55.02639781316122, -31.163828080495197, -24.14087055603663]",1351.197569173176,"[-3.0964629650115967, 3.1466100215911865]","[[1279.520770485024, -648.0831565445706], [-648.0831565445706, 1430.4829446057445]]"
58,5811.539170003678,"[-4876.46447994656, -1771.6125505320235, -3.7950751031769663, -3.41309178259638, -9.54206950651274]",0.002605912495621143,"[-4908.648998006185, -1834.1236520894367, -55.08133944511414, -31.16221391836802, -24.071298345724742]",1353.3109876302083,"[-2.9859211444854736, 3.125247001647949]","[[1293.4627824089291, -648.1054356125054], [-648.1054356125054, 1421.6231180393218]]"
59,5811.588084460894,"[-4876.3333583068825, -1771.249910812376, -3.4926769354608314, -3.3880244463019897, -9.510062269767134]",0.002604606405721925,"[-4898.146641438802, -1826.5427568562825, -55.34898378372193, -31.113371505737305, -24.131268117427826]",1349.6038922526036,"[-3.0973057746887207, 3.215667724609375]","[[1286.153465479233, -649.5075756149823], [-649.5075756149823, 1420.1788434396249]]"
60,5811.479081782506,"[-4875.398530154761, -1772.2585007561581, -3.3744193935394295, -3.365073174105751, -9.522973123259012]",0.0026022888061803923,"[-4898.074338989258, -1829.8944581095377, -55.42198191165924, -31.173489603996277, -24.09797002474467]",1350.2143421223964,"[-3.0505964756011963, 3.1001346111297607]","[[1282.4377838869577, -645.4998130965112], [-645.4998130965112, 1426.156599901179]]"
61,5811.588133156776,"[-4875.574320322669, -1771.4760631561298, -3.285129234790801, -3.388896370066536, -9.549925575123899]",0.0025654855003328226,"[-4915.491314697266, -1831.3080479939779, -55.618778589566546, -31.171297941207886, -24.11648689587911]",1353.9485460611977,"[-3.08221697807312, 3.125319480895996]","[[1289.6688647587914, -652.9678904502665], [-652.9678904502665, 1426.1164988207743]]"
62,5811.5710374159835,"[-4881.740542297367, -1770.6026806386324, -3.206980318493312, -3.393070661226911, -9.537403459681405]",0.0025620329290136894,"[-4910.504553222656, -1828.5043241882324, -55.67296759923299, -31.140327106316885, -24.109634279410045]",1353.4264659830724,"[-3.0826218128204346, 3.1316514015197754]","[[1290.080375554869, -656.7966007598384], [-656.7966007598384, 1424.6076294299487]]"
63,5811.548664320581,"[-4881.8425697835255, -1770.2518929629862, -3.1603135551346697, -3.3849591947926405, -9.539213205708384]",0.0025674230936662454,"[-4888.151581827799, -1828.2824766540527, -55.6340150753657, -31.11985815445582, -24.06615035374959]",1348.8193725585925,"[-3.0805530548095703, 3.1430814266204834]","[[1286.6744985841337, -647.0393479440838], [-647.0393479440838, 1418.6469236933174]]"
64,5811.58632687659,"[-4876.281175282797, -1769.8585680304639, -3.0740920986069566, -3.3623265470398795, -9.504109185934064]",0.002564692680348849,"[-4884.81022644043, -1828.7111063639322, -55.70619181791941, -31.135151746273042, -24.09695062716802]",1347.0595830078134,"[-3.0764882564544678, 3.153270959854126]","[[1286.6494263941536, -642.9532915574358], [-642.9532915574358, 1415.0772687360688]]"
65,5811.586686503358,"[-4868.607284901935, -1770.0667889404301, -3.0029725795322006, -3.3528859427240167, -9.474556140237377]",0.0025739419308309958,"[-4903.5295585123695, -1832.1471976216635, -55.78692378838857, -31.178604255517325, -24.133932933807372]",1350.0079300130205,"[-3.070667028427124, 3.1614601612091064]","[[1290.0775299255326, -644.8608328981408], [-644.8608328981408, 1417.589326468752]]"
66,5811.565551571577,"[-4876.225763956705, -1770.6141894022624, -3.100519007576837, -3.392087985806994, -9.516300289630895]",0.0025768250056232003,"[-4909.494750773112, -1832.1514604187012, -55.766286911964414, -31.162787240346272, -24.1230708694458]",1352.850666829427,"[-3.066911220550537, 3.164808988571167]","[[1291.4488719414387, -650.5569800833009], [-650.5569800833009, 1421.9625052110714]]"
67,5811.566407039854,"[-4878.725250125463, -1771.338473383586, -3.0560844593577943, -3.3906119032700843, -9.507732843955347]",0.0025812541328034243,"[-4893.2701448567705, -1831.3082494608561, -55.76646252791087, -31.143725310166676, -24.10509217421214]",1350.0640125325513,"[-3.0508341789245605, 3.163865089416504]","[[1288.4438054475131, -644.4203325842789], [-644.4203325842789, 1419.4434397838058]]"
68,5811.586263740487,"[-4875.551276024717, -1771.46788649665, -3.0091835252443944, -3.3803123937712773, -9.49741397526529]",0.00258633006988223,"[-4897.170164388021, -1828.9571258544922, -55.81219045480093, -31.15670989513397, -24.110080977280933]",1349.7740442708337,"[-3.0332016944885254, 3.1574745178222656]","[[1286.607122023075, -646.6959951566214], [-646.6959951566214, 1420.8433884022397]]"
69,5811.585136605737,"[-4874.867449934219, -1771.0890443250878, -2.9579174812634763, -3.3697579149405166, -9.48234718137317]",0.002593787502539474,"[-4899.465950927734, -1830.561046142578, -55.868482073148094, -31.179221692879995, -24.11879156112671]",1350.343006835937,"[-3.0165250301361084, 3.146632194519043]","[[1285.4404822471201, -646.4583557093022], [-646.4583557093022, 1423.3305902901636]]"
70,5811.569354629784,"[-4876.1884100002735, -1771.7999829186333, -2.9719884154531697, -3.3836380052566533, -9.486069849729533]",0.0026021793768450136,"[-4899.089970092773, -1829.7086448669434, -55.85848696231842, -31.15004868666331, -24.099448090394336]",1350.490471516928,"[-3.0088698863983154, 3.1325125694274902]","[[1289.9313588738178, -647.2206934216102], [-647.2206934216102, 1419.2736838274925]]"
71,5811.582359083597,"[-4873.6337878078875, -1770.9995377688945, -2.9193531115849813, -3.3621401904688937, -9.468982836272989]",0.0025967553221562397,"[-4913.136355997722, -1829.923216603597, -55.96848882675171, -31.19268561442693, -24.14448232571284]",1352.6994350585926,"[-3.0080196857452393, 3.117136240005493]","[[1288.9819933874658, -652.9645212988817], [-652.9645212988817, 1424.7880023001546]]"
72,5811.587873244866,"[-4883.23181410047, -1771.3669010670972, -2.9745183420181305, -3.3977565101782456, -9.507470198472339]",0.002597124633983991,"[-4891.4132609049475, -1827.9106580607097, -55.8296262550354, -31.13783145904541, -24.06997299114863]",1349.9203499348957,"[-2.9969725608825684, 3.1037378311157227]","[[1286.3626403260603, -648.9477613203294], [-648.9477613203294, 1421.9441592481485]]"
